date	event	z	s62	p80	type
2009-05-18	14384	7.629166666666666	37.54428772249838	37.01541178051722	m3
2009-05-19	14384	7.741666666666666	35.01932895758219	34.611633659037835	m3
2009-05-20	14384	7.9375	38.73975402761201	38.058591571482914	m3
2009-05-21	14384	7.977083333333334	30.54095050342822	30.477237136934576	m3
2009-05-22	14384	7.935416666666667	38.70642065863016	38.08219053574035	m3
2009-06-10	14407	7.035416666666666	29.293819128252675	32.19401532372827	m3
2009-06-11	14407	7.064583333333333	37.30355126823143	37.77014330268273	m3
2009-06-12	14407	7.00625	36.82037200863791	38.20878236323409	m3
2009-06-13	14407	7	33.784016896581406	34.564678573223524	m3
2009-06-14	14407	6.947916666666667	38.29860460434007	38.681088427841665	m3
2009-06-23	14420	5.972916666666666	31.537550767977542	32.30168185609031	m3
2009-06-24	14420	5.122916666666667	34.879212806101634	34.49372751782524	m3
2009-06-25	14420	5.316666666666666	31.501216438097632	32.479134816743034	m3
2009-06-26	14420	4.78125	33.04598820979363	34.01605393591107	m3
2009-06-27	14420	4.76875	20.91791249169214	21.836236610027495	m3
2009-07-21	14448	6.722916666666666	34.79805138171243	34.568939329341056	m3
2009-07-22	14448	6.6625	37.55279696145979	37.40967191590582	m3
2009-07-23	14448	6.6	41.05675998066007	40.81355036694148	m3
2009-07-24	14448	6.570833333333333	34.71270170216764	34.449097624971316	m3
2009-07-25	14448	6.38125	31.046483335790885	31.256710384855158	m3
2009-08-04	14462	6.84375	41.11662847525325	41.41499264677487	m3
2009-08-05	14462	6.866666666666667	42.477904404570005	42.49354243999805	m3
2009-08-06	14462	6.9	41.26803304767793	41.4563443635102	m3
2009-08-07	14462	6.95625	36.17469957484146	36.20870372330719	m3
2009-08-08	14462	7.225	31.90243207229303	31.990464792032146	m3
2009-08-18	14476	6.064583333333333	48.58271326098483	49.98341934983921	m3
2009-08-19	14476	6.16875	49.275891477428566	49.01825372745646	m3
2009-08-20	14476	6.666666666666667	34.75839436577873	37.71909734753256	m3
2009-08-21	14476	7.275	44.06443290262786	46.09806264993466	m3
2009-08-22	14476	7.560416666666667	44.932557580591606	46.31564544850286	m3
2009-09-08	14497	8.36875	44.401123923864546	43.997313246577825	m3
2009-09-09	14497	8.145833333333332	42.6441066025025	42.437543575522355	m3
2009-09-10	14497	8.122916666666667	43.52425851701795	43.360946225965876	m3
2009-09-11	14497	8.029166666666667	41.33680060681092	41.200474854958735	m3
2009-09-12	14497	7.952083333333333	43.44752884232674	43.16397878677217	m3
2010-06-20	14782	8.658333333333333	44.68337147151017	42.88898149299616	m3
2010-06-21	14782	8.683333333333334	31.156071207211046	30.688071241777642	m3
2010-06-22	14782	8.25	41.17968183054659	39.73181468295043	m3
2010-06-23	14782	8.989583333333334	26.32582536172087	27.055771976863703	m3
2010-06-24	14782	8.75625	42.301202742837184	40.43629260307273	m3
2010-07-05	14797	5.852083333333333	60.65561428043187	61.66676637683722	m3
2010-07-06	14797	5.833333333333334	65.192780898465	65.35342146432663	m3
2010-07-07	14797	5.595833333333333	61.74540862783379	62.612430237310306	m3
2010-07-08	14797	5.529166666666667	76.44889465236965	77.99021690526386	m3
2010-07-09	14797	4.8374999999999995	78.05507617536783	79.04694544609283	m3
2010-07-19	14811	5.83125	56.19183826089402	60.47759977228788	m3
2010-07-20	14811	5.429166666666667	61.16510823418765	62.23498579520993	m3
2010-07-21	14811	5.589583333333334	48.30088957250788	61.85823657204911	m3
2010-07-22	14811	5.554166666666666	47.48567929780011	49.239595996049815	m3
2010-07-23	14811	6.008333333333333	48.89332988128542	55.73928102081125	m3
2011-06-29	15156	5.3375	30.993052080800606	30.627363591192083	m3
2011-06-30	15156	5.2125	31.526924577139482	31.080398738940353	m3
2011-07-01	15156	4.59375	32.358799626570146	30.901422093541676	m3
2011-07-02	15156	4.197916666666667	32.21168762320565	30.968003188721834	m3
2011-07-03	15156	4.158333333333333	32.11118990013767	30.99396457655304	m3
2011-07-10	15167	3.7125	33.97258477467066	34.774909677082654	m3
2011-07-11	15167	3.86875	35.86058189453794	35.20415599683654	m3
2011-07-12	15167	4.183333333333334	37.58109185423775	37.84622351723889	m3
2011-07-13	15167	4.327083333333333	34.50386690209573	35.40683653480277	m3
2011-07-14	15167	4.727083333333334	24.367844864480155	29.601232137145324	m3
2011-07-24	15181	4.58125	27.671480494284744	27.685122417417755	m3
2011-07-25	15181	4.541666666666667	30.76162118702971	30.19481839576334	m3
2011-07-26	15181	4.458333333333334	31.583928055097953	30.39121397280651	m3
2011-07-27	15181	4.80625	16.66790818689283	21.455403630646877	m3
